Word Order	Other Properties	Subject Position	Object Position	Sentence					Subj preceds obj	Is ambiguous	Not amb, subj before obj	Not amb, obj before subj		Satzl�nge	Is pp/aux	
LK[V]MF[SO]	sinan-oan	4	6	Deshalb trifft der Zyklon einen Küstenbewohner .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[SO]Q	sinan-oan	3	5	Trifft der Zyklon einen Küstenbewohner ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
MF[SO]VC[V]	sinan-oan	3	5	Weil der Zyklon einen Küstenbewohner trifft .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
VF[S]LK[V]MF[O]	sinan-oan	2	5	Das Gas verletzt einen Arzt .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	sinan-oan	5	2	Einen Arzt verletzt das Gas .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	sinan-oan	4	6	Deshalb verletzt das Gas einen Arzt .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[SO]Q	sinan-oan	3	5	Verletzt das Gas einen Arzt ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
MF[SO]VC[V]	sinan-oan	3	5	Weil das Gas einen Arzt verletzt .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
VF[S]LK[V]MF[O]	sinan-oan	2	5	Das Wandrelief ruft einen Maler .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	sinan-oan	5	2	Einen Maler ruft das Wandrelief .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	sinan-oan	4	6	Deshalb ruft das Wandrelief einen Maler .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[SO]Q	sinan-oan	3	5	Ruft das Wandrelief einen Maler ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
MF[SO]VC[V]	sinan-oan	3	5	Weil das Wandrelief einen Maler ruft .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
VF[S]LK[V]MF[O]	sinan-oan	2	5	Die Video-Installationen bilden ein Double .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	sinan-oan	5	2	Ein Double bilden die Video-Installationen .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	sinan-oan	4	6	Deshalb bilden die Video-Installationen ein Double .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[SO]Q	sinan-oan	3	5	Bilden die Video-Installationen ein Double ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
MF[SO]VC[V]	sinan-oan	3	5	Weil die Video-Installationen ein Double bilden .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
VF[S]LK[V]MF[O]	sinan-oan	2	5	Der Antrag fordert einen Befürworter .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	sinan-oan	5	2	Einen Befürworter fordert der Antrag .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	sinan-oan	4	6	Deshalb fordert der Antrag einen Befürworter .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[SO]Q	sinan-oan	3	5	Fordert der Antrag einen Befürworter ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
MF[SO]VC[V]	sinan-oan	3	5	Weil der Antrag einen Befürworter fordert .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
VF[S]LK[V]MF[O]	sinan-oan	2	5	Die Arbeit bringt einen Gastarbeiter .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	sinan-oan	5	2	Einen Gastarbeiter bringt die Arbeit .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	sinan-oan	4	6	Deshalb bringt die Arbeit einen Gastarbeiter .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[SO]Q	sinan-oan	3	5	Bringt die Arbeit einen Gastarbeiter ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
MF[SO]VC[V]	sinan-oan	3	5	Weil die Arbeit einen Gastarbeiter bringt .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
VF[S]LK[V]MF[O]	sinan-oan	2	5	Die Bekenntnisse verändern einen Befehlshaber .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	sinan-oan	5	2	Einen Befehlshaber verändern die Bekenntnisse .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	sinan-oan	4	6	Deshalb verändern die Bekenntnisse einen Befehlshaber .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[SO]Q	sinan-oan	3	5	Verändern die Bekenntnisse einen Befehlshaber ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
MF[SO]VC[V]	sinan-oan	3	5	Weil die Bekenntnisse einen Befehlshaber verändern .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
VF[S]LK[V]MF[O]	sinan-oan	2	5	Die Flugzeugträger verlassen eine Technikerin .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	sinan-oan	5	2	Eine Technikerin verlassen die Flugzeugträger .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	sinan-oan	4	6	Deshalb verlassen die Flugzeugträger eine Technikerin .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[SO]Q	sinan-oan	3	5	Verlassen die Flugzeugträger eine Technikerin ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
MF[SO]VC[V]	sinan-oan	3	5	Weil die Flugzeugträger eine Technikerin verlassen .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
VF[S]LK[V]MF[O]	sinan-oan	2	5	Der Hurrikan zerstört einen Handwerker .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	sinan-oan	5	2	Einen Handwerker zerstört der Hurrikan .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	sinan-oan	4	6	Deshalb zerstört der Hurrikan einen Handwerker .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[SO]Q	sinan-oan	3	5	Zerstört der Hurrikan einen Handwerker ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
MF[SO]VC[V]	sinan-oan	3	5	Weil der Hurrikan einen Handwerker zerstört .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
VF[S]LK[V]MF[O]	base-invan	2	5	Die Borniertheit überfällt einen taz-Reporter .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	base-invan	5	2	Einen taz-Reporter überfällt die Borniertheit .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	base-invan	4	6	Deshalb überfällt die Borniertheit einen taz-Reporter .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	base-invan	6	4	Deshalb überfällt einen taz-Reporter die Borniertheit .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	base-invan	3	5	Überfällt die Borniertheit einen taz-Reporter ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	base-invan	5	3	Überfällt einen taz-Reporter die Borniertheit ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	base-invan	3	5	Weil die Borniertheit einen taz-Reporter überfällt .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	base-invan	5	3	Weil einen taz-Reporter die Borniertheit überfällt .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	base-invan	2	5	Die Schuld trifft einen Berufstätigen .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	base-invan	5	2	Einen Berufstätigen trifft die Schuld .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	base-invan	4	6	Deshalb trifft die Schuld einen Berufstätigen .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	base-invan	6	4	Deshalb trifft einen Berufstätigen die Schuld .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	base-invan	3	5	Trifft die Schuld einen Berufstätigen ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	base-invan	5	3	Trifft einen Berufstätigen die Schuld ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	base-invan	3	5	Weil die Schuld einen Berufstätigen trifft .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	base-invan	5	3	Weil einen Berufstätigen die Schuld trifft .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	base-invan	2	5	Der Schuh drückt einen Jogger .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	base-invan	5	2	Einen Jogger drückt der Schuh .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	base-invan	4	6	Deshalb drückt der Schuh einen Jogger .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	base-invan	6	4	Deshalb drückt einen Jogger der Schuh .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	base-invan	3	5	Drückt der Schuh einen Jogger ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	base-invan	5	3	Drückt einen Jogger der Schuh ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	base-invan	3	5	Weil der Schuh einen Jogger drückt .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	base-invan	5	3	Weil einen Jogger der Schuh drückt .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	base-invan	2	5	Die Deadline drängt einen Informatiker .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	base-invan	5	2	Einen Informatiker drängt die Deadline .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	base-invan	4	6	Deshalb drängt die Deadline einen Informatiker .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	base-invan	6	4	Deshalb drängt einen Informatiker die Deadline .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	base-invan	3	5	Drängt die Deadline einen Informatiker ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	base-invan	5	3	Drängt einen Informatiker die Deadline ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	base-invan	3	5	Weil die Deadline einen Informatiker drängt .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	base-invan	5	3	Weil einen Informatiker die Deadline drängt .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	base-invan	2	5	Der Ofen wärmt eine Wanderin .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	base-invan	5	2	Eine Wanderin wärmt der Ofen .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	base-invan	4	6	Deshalb wärmt der Ofen eine Wanderin .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	base-invan	6	4	Deshalb wärmt eine Wanderin der Ofen .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	base-invan	3	5	Wärmt der Ofen eine Wanderin ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	base-invan	5	3	Wärmt eine Wanderin der Ofen ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	base-invan	3	5	Weil der Ofen eine Wanderin wärmt .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	base-invan	5	3	Weil eine Wanderin der Ofen wärmt .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	base-invan	2	5	Der Regenschauer durchnässt einen Spaziergänger .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	base-invan	5	2	Einen Spaziergänger durchnässt der Regenschauer .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	base-invan	4	6	Deshalb durchnässt der Regenschauer einen Spaziergänger .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	base-invan	6	4	Deshalb durchnässt einen Spaziergänger der Regenschauer .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	base-invan	3	5	Durchnässt der Regenschauer einen Spaziergänger ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	base-invan	5	3	Durchnässt einen Spaziergänger der Regenschauer ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	base-invan	3	5	Weil der Regenschauer einen Spaziergänger durchnässt .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	base-invan	5	3	Weil einen Spaziergänger der Regenschauer durchnässt .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	base-invan	2	5	Die Kamera begleitet einen Trucker .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	base-invan	5	2	Einen Trucker begleitet die Kamera .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	base-invan	4	6	Deshalb begleitet die Kamera einen Trucker .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	base-invan	6	4	Deshalb begleitet einen Trucker die Kamera .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	base-invan	3	5	Begleitet die Kamera einen Trucker ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	base-invan	5	3	Begleitet einen Trucker die Kamera ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	base-invan	3	5	Weil die Kamera einen Trucker begleitet .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	base-invan	5	3	Weil einen Trucker die Kamera begleitet .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	base-invan	2	5	Die Anlagen schützen einen Bereisten .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	base-invan	5	2	Einen Bereisten schützen die Anlagen .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	base-invan	4	6	Deshalb schützen die Anlagen einen Bereisten .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	base-invan	6	4	Deshalb schützen einen Bereisten die Anlagen .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	base-invan	3	5	Schützen die Anlagen einen Bereisten ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	base-invan	5	3	Schützen einen Bereisten die Anlagen ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	base-invan	3	5	Weil die Anlagen einen Bereisten schützen .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	base-invan	5	3	Weil einen Bereisten die Anlagen schützen .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	base-invan	2	5	Die Anzeigen betreffen einen Hausbesitzer .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	base-invan	5	2	Einen Hausbesitzer betreffen die Anzeigen .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	base-invan	4	6	Deshalb betreffen die Anzeigen einen Hausbesitzer .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	base-invan	6	4	Deshalb betreffen einen Hausbesitzer die Anzeigen .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	base-invan	3	5	Betreffen die Anzeigen einen Hausbesitzer ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	base-invan	5	3	Betreffen einen Hausbesitzer die Anzeigen ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	base-invan	3	5	Weil die Anzeigen einen Hausbesitzer betreffen .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	base-invan	5	3	Weil einen Hausbesitzer die Anzeigen betreffen .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	base-invan	2	5	Die Alternativlosigkeit prägt einen Grünenpolitiker .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	base-invan	5	2	Einen Grünenpolitiker prägt die Alternativlosigkeit .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	base-invan	4	6	Deshalb prägt die Alternativlosigkeit einen Grünenpolitiker .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	base-invan	6	4	Deshalb prägt einen Grünenpolitiker die Alternativlosigkeit .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	base-invan	3	5	Prägt die Alternativlosigkeit einen Grünenpolitiker ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	base-invan	5	3	Prägt einen Grünenpolitiker die Alternativlosigkeit ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	base-invan	3	5	Weil die Alternativlosigkeit einen Grünenpolitiker prägt .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	base-invan	5	3	Weil einen Grünenpolitiker die Alternativlosigkeit prägt .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	base-invan	2	5	Die Sonne blendet einen Schwimmer .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	base-invan	5	2	Einen Schwimmer blendet die Sonne .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	base-invan	4	6	Deshalb blendet die Sonne einen Schwimmer .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	base-invan	6	4	Deshalb blendet einen Schwimmer die Sonne .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	base-invan	3	5	Blendet die Sonne einen Schwimmer ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	base-invan	5	3	Blendet einen Schwimmer die Sonne ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	base-invan	3	5	Weil die Sonne einen Schwimmer blendet .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	base-invan	5	3	Weil einen Schwimmer die Sonne blendet .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	base-invan	2	5	Der Zug befördert einen Fahrgast .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	base-invan	5	2	Einen Fahrgast befördert der Zug .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	base-invan	4	6	Deshalb befördert der Zug einen Fahrgast .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	base-invan	6	4	Deshalb befördert einen Fahrgast der Zug .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	base-invan	3	5	Befördert der Zug einen Fahrgast ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	base-invan	5	3	Befördert einen Fahrgast der Zug ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	base-invan	3	5	Weil der Zug einen Fahrgast befördert .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	base-invan	5	3	Weil einen Fahrgast der Zug befördert .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	base-invan	2	5	Die Rückenlehne unterstützt einen Bürotäter .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	base-invan	5	2	Einen Bürotäter unterstützt die Rückenlehne .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	base-invan	4	6	Deshalb unterstützt die Rückenlehne einen Bürotäter .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	base-invan	6	4	Deshalb unterstützt einen Bürotäter die Rückenlehne .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	base-invan	3	5	Unterstützt die Rückenlehne einen Bürotäter ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	base-invan	5	3	Unterstützt einen Bürotäter die Rückenlehne ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	base-invan	3	5	Weil die Rückenlehne einen Bürotäter unterstützt .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	base-invan	5	3	Weil einen Bürotäter die Rückenlehne unterstützt .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	base-invan	2	5	Die Hose zwickt einen Entertainer .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	base-invan	5	2	Einen Entertainer zwickt die Hose .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	base-invan	4	6	Deshalb zwickt die Hose einen Entertainer .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	base-invan	6	4	Deshalb zwickt einen Entertainer die Hose .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	base-invan	3	5	Zwickt die Hose einen Entertainer ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	base-invan	5	3	Zwickt einen Entertainer die Hose ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	base-invan	3	5	Weil die Hose einen Entertainer zwickt .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	base-invan	5	3	Weil einen Entertainer die Hose zwickt .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	base-invan	2	5	Die Landwirtschaften bedrohen eine Biene .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	base-invan	5	2	Eine Biene bedrohen die Landwirtschaften .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	base-invan	4	6	Deshalb bedrohen die Landwirtschaften eine Biene .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	base-invan	6	4	Deshalb bedrohen eine Biene die Landwirtschaften .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	base-invan	3	5	Bedrohen die Landwirtschaften eine Biene ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	base-invan	5	3	Bedrohen eine Biene die Landwirtschaften ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	base-invan	3	5	Weil die Landwirtschaften eine Biene bedrohen .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	base-invan	5	3	Weil eine Biene die Landwirtschaften bedrohen .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	dat-invan	2	5	Der Luftballon platzt einer Tante .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	dat-invan	5	2	Einer Tante platzt der Luftballon .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	dat-invan	4	6	Deshalb platzt der Luftballon einer Tante .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	dat-invan	6	4	Deshalb platzt einer Tante der Luftballon .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	dat-invan	3	5	Platzt der Luftballon einer Tante ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	dat-invan	5	3	Platzt einer Tante der Luftballon ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	dat-invan	3	5	Weil der Luftballon einer Tante platzt .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	dat-invan	5	3	Weil einer Tante der Luftballon platzt .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	dat-invan	2	5	Der Durchbruch genügt einem Schauspieler .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	dat-invan	5	2	Einem Schauspieler genügt der Durchbruch .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	dat-invan	4	6	Deshalb genügt der Durchbruch einem Schauspieler .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	dat-invan	6	4	Deshalb genügt einem Schauspieler der Durchbruch .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	dat-invan	3	5	Genügt der Durchbruch einem Schauspieler ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	dat-invan	5	3	Genügt einem Schauspieler der Durchbruch ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	dat-invan	3	5	Weil der Durchbruch einem Schauspieler genügt .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	dat-invan	5	3	Weil einem Schauspieler der Durchbruch genügt .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	dat-invan	2	5	Das Ungeschick passiert einer Boxenmannschaft .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	dat-invan	5	2	Einer Boxenmannschaft passiert das Ungeschick .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	dat-invan	4	6	Deshalb passiert das Ungeschick einer Boxenmannschaft .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	dat-invan	6	4	Deshalb passiert einer Boxenmannschaft das Ungeschick .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	dat-invan	3	5	Passiert das Ungeschick einer Boxenmannschaft ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	dat-invan	5	3	Passiert einer Boxenmannschaft das Ungeschick ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	dat-invan	3	5	Weil das Ungeschick einer Boxenmannschaft passiert .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	dat-invan	5	3	Weil einer Boxenmannschaft das Ungeschick passiert .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	dat-invan	2	5	Die Kürzung droht einem Mediziner .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
