Word Order	Other Properties	Subject Position	Object Position	Sentence										Satzl�nge	Is pp/aux	Subj-obj distance			
LK[V]MF[OS]	opron-invan	5	3	Deshalb durchnässen sie die Regenschauer .					FALSCH					5	0	2			
LK[V]MF[SO]Q	opron-invan	3	4	Durchnässen die Regenschauer sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	opron-invan	4	2	Durchnässen sie die Regenschauer ?					FALSCH					4	0	2			
MF[SO]VC[V]	opron-invan	3	4	Weil die Regenschauer sie durchnässen .					WAHR					5	0	1			
MF[OS]VC[V]	opron-invan	4	2	Weil sie die Regenschauer durchnässen .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	opron-invan	2	4	Die Kamera begleitet sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	opron-invan	4	1	Sie begleitet die Kamera .					FALSCH					4	0	3			
LK[V]MF[SO]	opron-invan	4	5	Deshalb begleitet die Kamera sie .					WAHR					5	0	1			
LK[V]MF[SO]Q	opron-invan	3	4	Begleitet die Kamera sie ?					WAHR					4	0	1			
MF[SO]VC[V]	opron-invan	3	4	Weil die Kamera sie begleitet .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	opron-invan	2	4	Die Anlagen schützen sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	opron-invan	4	1	Sie schützen die Anlagen .					FALSCH					4	0	3			
LK[V]MF[SO]	opron-invan	4	5	Deshalb schützen die Anlagen sie .					WAHR					5	0	1			
LK[V]MF[SO]Q	opron-invan	3	4	Schützen die Anlagen sie ?					WAHR					4	0	1			
MF[SO]VC[V]	opron-invan	3	4	Weil die Anlagen sie schützen .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	opron-invan	2	4	Die Anzeigen betreffen sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	opron-invan	4	1	Sie betreffen die Anzeigen .					FALSCH					4	0	3			
LK[V]MF[SO]	opron-invan	4	5	Deshalb betreffen die Anzeigen sie .					WAHR					5	0	1			
LK[V]MF[OS]	opron-invan	5	3	Deshalb betreffen sie die Anzeigen .					FALSCH					5	0	2			
LK[V]MF[SO]Q	opron-invan	3	4	Betreffen die Anzeigen sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	opron-invan	4	2	Betreffen sie die Anzeigen ?					FALSCH					4	0	2			
MF[SO]VC[V]	opron-invan	3	4	Weil die Anzeigen sie betreffen .					WAHR					5	0	1			
MF[OS]VC[V]	opron-invan	4	2	Weil sie die Anzeigen betreffen .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	opron-invan	2	4	Die Alternativlosigkeit prägt sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	opron-invan	4	1	Sie prägt die Alternativlosigkeit .					FALSCH					4	0	3			
LK[V]MF[SO]	opron-invan	4	5	Deshalb prägt die Alternativlosigkeit sie .					WAHR					5	0	1			
LK[V]MF[OS]	opron-invan	5	3	Deshalb prägt sie die Alternativlosigkeit .					FALSCH					5	0	2			
LK[V]MF[SO]Q	opron-invan	3	4	Prägt die Alternativlosigkeit sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	opron-invan	4	2	Prägt sie die Alternativlosigkeit ?					FALSCH					4	0	2			
MF[SO]VC[V]	opron-invan	3	4	Weil die Alternativlosigkeit sie prägt .					WAHR					5	0	1			
MF[OS]VC[V]	opron-invan	4	2	Weil sie die Alternativlosigkeit prägt .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	opron-invan	2	4	Die Sonne blendet sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	opron-invan	4	1	Sie blendet die Sonne .					FALSCH					4	0	3			
LK[V]MF[SO]	opron-invan	4	5	Deshalb blendet die Sonne sie .					WAHR					5	0	1			
LK[V]MF[OS]	opron-invan	5	3	Deshalb blendet sie die Sonne .					FALSCH					5	0	2			
LK[V]MF[SO]Q	opron-invan	3	4	Blendet die Sonne sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	opron-invan	4	2	Blendet sie die Sonne ?					FALSCH					4	0	2			
MF[SO]VC[V]	opron-invan	3	4	Weil die Sonne sie blendet .					WAHR					5	0	1			
MF[OS]VC[V]	opron-invan	4	2	Weil sie die Sonne blendet .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	opron-invan	2	4	Die Züge befördern sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	opron-invan	4	1	Sie befördern die Züge .					FALSCH					4	0	3			
LK[V]MF[SO]	opron-invan	4	5	Deshalb befördern die Züge sie .					WAHR					5	0	1			
LK[V]MF[OS]	opron-invan	5	3	Deshalb befördern sie die Züge .					FALSCH					5	0	2			
LK[V]MF[SO]Q	opron-invan	3	4	Befördern die Züge sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	opron-invan	4	2	Befördern sie die Züge ?					FALSCH					4	0	2			
MF[SO]VC[V]	opron-invan	3	4	Weil die Züge sie befördern .					WAHR					5	0	1			
MF[OS]VC[V]	opron-invan	4	2	Weil sie die Züge befördern .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	opron-invan	2	4	Die Rückenlehne unterstützt sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	opron-invan	4	1	Sie unterstützt die Rückenlehne .					FALSCH					4	0	3			
LK[V]MF[SO]	opron-invan	4	5	Deshalb unterstützt die Rückenlehne sie .					WAHR					5	0	1			
LK[V]MF[SO]Q	opron-invan	3	4	Unterstützt die Rückenlehne sie ?					WAHR					4	0	1			
MF[SO]VC[V]	opron-invan	3	4	Weil die Rückenlehne sie unterstützt .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	opron-invan	2	4	Die Hose zwickt sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	opron-invan	4	1	Sie zwickt die Hose .					FALSCH					4	0	3			
LK[V]MF[SO]	opron-invan	4	5	Deshalb zwickt die Hose sie .					WAHR					5	0	1			
LK[V]MF[OS]	opron-invan	5	3	Deshalb zwickt sie die Hose .					FALSCH					5	0	2			
LK[V]MF[SO]Q	opron-invan	3	4	Zwickt die Hose sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	opron-invan	4	2	Zwickt sie die Hose ?					FALSCH					4	0	2			
MF[SO]VC[V]	opron-invan	3	4	Weil die Hose sie zwickt .					WAHR					5	0	1			
MF[OS]VC[V]	opron-invan	4	2	Weil sie die Hose zwickt .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	opron-invan	2	4	Die Landwirtschaft bedroht sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	opron-invan	4	1	Sie bedroht die Landwirtschaft .					FALSCH					4	0	3			
LK[V]MF[SO]	opron-invan	4	5	Deshalb bedroht die Landwirtschaft sie .					WAHR					5	0	1			
LK[V]MF[SO]Q	opron-invan	3	4	Bedroht die Landwirtschaft sie ?					WAHR					4	0	1			
MF[SO]VC[V]	opron-invan	3	4	Weil die Landwirtschaft sie bedroht .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	oneg-invan	2	5	Die Borniertheit überfällt keine taz-Reporterin .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oneg-invan	5	2	Keine taz-Reporterin überfällt die Borniertheit .					FALSCH					5	0	3			
LK[V]MF[SO]	oneg-invan	4	6	Deshalb überfällt die Borniertheit keine taz-Reporterin .					WAHR					6	0	2			
LK[V]MF[OS]	oneg-invan	6	4	Deshalb überfällt keine taz-Reporterin die Borniertheit .					FALSCH					6	0	2			
LK[V]MF[SO]Q	oneg-invan	3	5	Überfällt die Borniertheit keine taz-Reporterin ?					WAHR					5	0	2			
LK[V]MF[OS]Q	oneg-invan	5	3	Überfällt keine taz-Reporterin die Borniertheit ?					FALSCH					5	0	2			
MF[SO]VC[V]	oneg-invan	3	5	Weil die Borniertheit keine taz-Reporterin überfällt .					WAHR					6	0	2			
MF[OS]VC[V]	oneg-invan	5	3	Weil keine taz-Reporterin die Borniertheit überfällt .					FALSCH					6	0	2			
VF[S]LK[V]MF[O]	oneg-invan	2	5	Die Schuld trifft keine Berufstätige .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oneg-invan	5	2	Keine Berufstätige trifft die Schuld .					FALSCH					5	0	3			
LK[V]MF[SO]	oneg-invan	4	6	Deshalb trifft die Schuld keine Berufstätige .					WAHR					6	0	2			
LK[V]MF[OS]	oneg-invan	6	4	Deshalb trifft keine Berufstätige die Schuld .					FALSCH					6	0	2			
LK[V]MF[SO]Q	oneg-invan	3	5	Trifft die Schuld keine Berufstätige ?					WAHR					5	0	2			
LK[V]MF[OS]Q	oneg-invan	5	3	Trifft keine Berufstätige die Schuld ?					FALSCH					5	0	2			
MF[SO]VC[V]	oneg-invan	3	5	Weil die Schuld keine Berufstätige trifft .					WAHR					6	0	2			
MF[OS]VC[V]	oneg-invan	5	3	Weil keine Berufstätige die Schuld trifft .					FALSCH					6	0	2			
VF[S]LK[V]MF[O]	oneg-invan	2	5	Die Schuhe drücken keine Jogger .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oneg-invan	5	2	Keine Jogger drücken die Schuhe .					FALSCH					5	0	3			
LK[V]MF[SO]	oneg-invan	4	6	Deshalb drücken die Schuhe keine Jogger .					WAHR					6	0	2			
LK[V]MF[OS]	oneg-invan	6	4	Deshalb drücken keine Jogger die Schuhe .					FALSCH					6	0	2			
LK[V]MF[SO]Q	oneg-invan	3	5	Drücken die Schuhe keine Jogger ?					WAHR					5	0	2			
LK[V]MF[OS]Q	oneg-invan	5	3	Drücken keine Jogger die Schuhe ?					FALSCH					5	0	2			
MF[SO]VC[V]	oneg-invan	3	5	Weil die Schuhe keine Jogger drücken .					WAHR					6	0	2			
MF[OS]VC[V]	oneg-invan	5	3	Weil keine Jogger die Schuhe drücken .					FALSCH					6	0	2			
VF[S]LK[V]MF[O]	oneg-invan	2	5	Die Deadline drängt keine Informatikerin .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oneg-invan	5	2	Keine Informatikerin drängt die Deadline .					FALSCH					5	0	3			
LK[V]MF[SO]	oneg-invan	4	6	Deshalb drängt die Deadline keine Informatikerin .					WAHR					6	0	2			
LK[V]MF[OS]	oneg-invan	6	4	Deshalb drängt keine Informatikerin die Deadline .					FALSCH					6	0	2			
LK[V]MF[SO]Q	oneg-invan	3	5	Drängt die Deadline keine Informatikerin ?					WAHR					5	0	2			
LK[V]MF[OS]Q	oneg-invan	5	3	Drängt keine Informatikerin die Deadline ?					FALSCH					5	0	2			
MF[SO]VC[V]	oneg-invan	3	5	Weil die Deadline keine Informatikerin drängt .					WAHR					6	0	2			
MF[OS]VC[V]	oneg-invan	5	3	Weil keine Informatikerin die Deadline drängt .					FALSCH					6	0	2			
VF[S]LK[V]MF[O]	oneg-invan	2	5	Die Öfen wärmen keine Wanderinnen .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oneg-invan	5	2	Keine Wanderinnen wärmen die Öfen .					FALSCH					5	0	3			
LK[V]MF[SO]	oneg-invan	4	6	Deshalb wärmen die Öfen keine Wanderinnen .					WAHR					6	0	2			
LK[V]MF[OS]	oneg-invan	6	4	Deshalb wärmen keine Wanderinnen die Öfen .					FALSCH					6	0	2			
LK[V]MF[SO]Q	oneg-invan	3	5	Wärmen die Öfen keine Wanderinnen ?					WAHR					5	0	2			
LK[V]MF[OS]Q	oneg-invan	5	3	Wärmen keine Wanderinnen die Öfen ?					FALSCH					5	0	2			
MF[SO]VC[V]	oneg-invan	3	5	Weil die Öfen keine Wanderinnen wärmen .					WAHR					6	0	2			
MF[OS]VC[V]	oneg-invan	5	3	Weil keine Wanderinnen die Öfen wärmen .					FALSCH					6	0	2			
VF[S]LK[V]MF[O]	oneg-invan	2	5	Die Regenschauer durchnässen keine Spaziergänger .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oneg-invan	5	2	Keine Spaziergänger durchnässen die Regenschauer .					FALSCH					5	0	3			
LK[V]MF[SO]	oneg-invan	4	6	Deshalb durchnässen die Regenschauer keine Spaziergänger .					WAHR					6	0	2			
LK[V]MF[OS]	oneg-invan	6	4	Deshalb durchnässen keine Spaziergänger die Regenschauer .					FALSCH					6	0	2			
LK[V]MF[SO]Q	oneg-invan	3	5	Durchnässen die Regenschauer keine Spaziergänger ?					WAHR					5	0	2			
LK[V]MF[OS]Q	oneg-invan	5	3	Durchnässen keine Spaziergänger die Regenschauer ?					FALSCH					5	0	2			
MF[SO]VC[V]	oneg-invan	3	5	Weil die Regenschauer keine Spaziergänger durchnässen .					WAHR					6	0	2			
MF[OS]VC[V]	oneg-invan	5	3	Weil keine Spaziergänger die Regenschauer durchnässen .					FALSCH					6	0	2			
VF[S]LK[V]MF[O]	oneg-invan	2	5	Die Kameras begleiten keine Trucker .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oneg-invan	5	2	Keine Trucker begleiten die Kameras .					FALSCH					5	0	3			
LK[V]MF[SO]	oneg-invan	4	6	Deshalb begleiten die Kameras keine Trucker .					WAHR					6	0	2			
LK[V]MF[OS]	oneg-invan	6	4	Deshalb begleiten keine Trucker die Kameras .					FALSCH					6	0	2			
LK[V]MF[SO]Q	oneg-invan	3	5	Begleiten die Kameras keine Trucker ?					WAHR					5	0	2			
LK[V]MF[OS]Q	oneg-invan	5	3	Begleiten keine Trucker die Kameras ?					FALSCH					5	0	2			
MF[SO]VC[V]	oneg-invan	3	5	Weil die Kameras keine Trucker begleiten .					WAHR					6	0	2			
MF[OS]VC[V]	oneg-invan	5	3	Weil keine Trucker die Kameras begleiten .					FALSCH					6	0	2			
VF[S]LK[V]MF[O]	oneg-invan	2	5	Die Anlage schützt keine Bereiste .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oneg-invan	5	2	Keine Bereiste schützt die Anlage .					FALSCH					5	0	3			
LK[V]MF[SO]	oneg-invan	4	6	Deshalb schützt die Anlage keine Bereiste .					WAHR					6	0	2			
LK[V]MF[OS]	oneg-invan	6	4	Deshalb schützt keine Bereiste die Anlage .					FALSCH					6	0	2			
LK[V]MF[SO]Q	oneg-invan	3	5	Schützt die Anlage keine Bereiste ?					WAHR					5	0	2			
LK[V]MF[OS]Q	oneg-invan	5	3	Schützt keine Bereiste die Anlage ?					FALSCH					5	0	2			
MF[SO]VC[V]	oneg-invan	3	5	Weil die Anlage keine Bereiste schützt .					WAHR					6	0	2			
MF[OS]VC[V]	oneg-invan	5	3	Weil keine Bereiste die Anlage schützt .					FALSCH					6	0	2			
VF[S]LK[V]MF[O]	oneg-invan	2	5	Die Anzeige betrifft keine Hausbesitzerin .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oneg-invan	5	2	Keine Hausbesitzerin betrifft die Anzeige .					FALSCH					5	0	3			
LK[V]MF[SO]	oneg-invan	4	6	Deshalb betrifft die Anzeige keine Hausbesitzerin .					WAHR					6	0	2			
LK[V]MF[OS]	oneg-invan	6	4	Deshalb betrifft keine Hausbesitzerin die Anzeige .					FALSCH					6	0	2			
LK[V]MF[SO]Q	oneg-invan	3	5	Betrifft die Anzeige keine Hausbesitzerin ?					WAHR					5	0	2			
LK[V]MF[OS]Q	oneg-invan	5	3	Betrifft keine Hausbesitzerin die Anzeige ?					FALSCH					5	0	2			
MF[SO]VC[V]	oneg-invan	3	5	Weil die Anzeige keine Hausbesitzerin betrifft .					WAHR					6	0	2			
MF[OS]VC[V]	oneg-invan	5	3	Weil keine Hausbesitzerin die Anzeige betrifft .					FALSCH					6	0	2			
VF[S]LK[V]MF[O]	oneg-invan	2	5	Die Alternativlosigkeit prägt keine Grünenpolitikerin .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oneg-invan	5	2	Keine Grünenpolitikerin prägt die Alternativlosigkeit .					FALSCH					5	0	3			
LK[V]MF[SO]	oneg-invan	4	6	Deshalb prägt die Alternativlosigkeit keine Grünenpolitikerin .					WAHR					6	0	2			
LK[V]MF[OS]	oneg-invan	6	4	Deshalb prägt keine Grünenpolitikerin die Alternativlosigkeit .					FALSCH					6	0	2			
LK[V]MF[SO]Q	oneg-invan	3	5	Prägt die Alternativlosigkeit keine Grünenpolitikerin ?					WAHR					5	0	2			
LK[V]MF[OS]Q	oneg-invan	5	3	Prägt keine Grünenpolitikerin die Alternativlosigkeit ?					FALSCH					5	0	2			
MF[SO]VC[V]	oneg-invan	3	5	Weil die Alternativlosigkeit keine Grünenpolitikerin prägt .					WAHR					6	0	2			
MF[OS]VC[V]	oneg-invan	5	3	Weil keine Grünenpolitikerin die Alternativlosigkeit prägt .					FALSCH					6	0	2			
VF[S]LK[V]MF[O]	oneg-invan	2	5	Die Sonne blendet keine Schwimmerin .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oneg-invan	5	2	Keine Schwimmerin blendet die Sonne .					FALSCH					5	0	3			
LK[V]MF[SO]	oneg-invan	4	6	Deshalb blendet die Sonne keine Schwimmerin .					WAHR					6	0	2			
LK[V]MF[OS]	oneg-invan	6	4	Deshalb blendet keine Schwimmerin die Sonne .					FALSCH					6	0	2			
LK[V]MF[SO]Q	oneg-invan	3	5	Blendet die Sonne keine Schwimmerin ?					WAHR					5	0	2			
LK[V]MF[OS]Q	oneg-invan	5	3	Blendet keine Schwimmerin die Sonne ?					FALSCH					5	0	2			
MF[SO]VC[V]	oneg-invan	3	5	Weil die Sonne keine Schwimmerin blendet .					WAHR					6	0	2			
MF[OS]VC[V]	oneg-invan	5	3	Weil keine Schwimmerin die Sonne blendet .					FALSCH					6	0	2			
VF[S]LK[V]MF[O]	oneg-invan	2	5	Die Züge befördern keine Fahrgäste .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oneg-invan	5	2	Keine Fahrgäste befördern die Züge .					FALSCH					5	0	3			
LK[V]MF[SO]	oneg-invan	4	6	Deshalb befördern die Züge keine Fahrgäste .					WAHR					6	0	2			
LK[V]MF[OS]	oneg-invan	6	4	Deshalb befördern keine Fahrgäste die Züge .					FALSCH					6	0	2			
LK[V]MF[SO]Q	oneg-invan	3	5	Befördern die Züge keine Fahrgäste ?					WAHR					5	0	2			
LK[V]MF[OS]Q	oneg-invan	5	3	Befördern keine Fahrgäste die Züge ?					FALSCH					5	0	2			
MF[SO]VC[V]	oneg-invan	3	5	Weil die Züge keine Fahrgäste befördern .					WAHR					6	0	2			
MF[OS]VC[V]	oneg-invan	5	3	Weil keine Fahrgäste die Züge befördern .					FALSCH					6	0	2			
VF[S]LK[V]MF[O]	oneg-invan	2	5	Die Rückenlehne unterstützt keine Bürotäterin .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oneg-invan	5	2	Keine Bürotäterin unterstützt die Rückenlehne .					FALSCH					5	0	3			
LK[V]MF[SO]	oneg-invan	4	6	Deshalb unterstützt die Rückenlehne keine Bürotäterin .					WAHR					6	0	2			
LK[V]MF[OS]	oneg-invan	6	4	Deshalb unterstützt keine Bürotäterin die Rückenlehne .					FALSCH					6	0	2			
LK[V]MF[SO]Q	oneg-invan	3	5	Unterstützt die Rückenlehne keine Bürotäterin ?					WAHR					5	0	2			
LK[V]MF[OS]Q	oneg-invan	5	3	Unterstützt keine Bürotäterin die Rückenlehne ?					FALSCH					5	0	2			
MF[SO]VC[V]	oneg-invan	3	5	Weil die Rückenlehne keine Bürotäterin unterstützt .					WAHR					6	0	2			
MF[OS]VC[V]	oneg-invan	5	3	Weil keine Bürotäterin die Rückenlehne unterstützt .					FALSCH					6	0	2			
VF[S]LK[V]MF[O]	oneg-invan	2	5	Die Hose zwickt keine Entertainerin .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oneg-invan	5	2	Keine Entertainerin zwickt die Hose .					FALSCH					5	0	3			
LK[V]MF[SO]	oneg-invan	4	6	Deshalb zwickt die Hose keine Entertainerin .					WAHR					6	0	2			
LK[V]MF[OS]	oneg-invan	6	4	Deshalb zwickt keine Entertainerin die Hose .					FALSCH					6	0	2			
LK[V]MF[SO]Q	oneg-invan	3	5	Zwickt die Hose keine Entertainerin ?					WAHR					5	0	2			
LK[V]MF[OS]Q	oneg-invan	5	3	Zwickt keine Entertainerin die Hose ?					FALSCH					5	0	2			
MF[SO]VC[V]	oneg-invan	3	5	Weil die Hose keine Entertainerin zwickt .					WAHR					6	0	2			
MF[OS]VC[V]	oneg-invan	5	3	Weil keine Entertainerin die Hose zwickt .					FALSCH					6	0	2			
VF[S]LK[V]MF[O]	oneg-invan	2	5	Die Landwirtschaft bedroht keine Biene .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	oneg-invan	5	2	Keine Biene bedroht die Landwirtschaft .					FALSCH					5	0	3			
LK[V]MF[SO]	oneg-invan	4	6	Deshalb bedroht die Landwirtschaft keine Biene .					WAHR					6	0	2			
LK[V]MF[OS]	oneg-invan	6	4	Deshalb bedroht keine Biene die Landwirtschaft .					FALSCH					6	0	2			
LK[V]MF[SO]Q	oneg-invan	3	5	Bedroht die Landwirtschaft keine Biene ?					WAHR					5	0	2			
LK[V]MF[OS]Q	oneg-invan	5	3	Bedroht keine Biene die Landwirtschaft ?					FALSCH					5	0	2			
MF[SO]VC[V]	oneg-invan	3	5	Weil die Landwirtschaft keine Biene bedroht .					WAHR					6	0	2			
MF[OS]VC[V]	oneg-invan	5	3	Weil keine Biene die Landwirtschaft bedroht .					FALSCH					6	0	2			
VF[S]LK[V]MF[O]	pp-invan	2	8	Die Borniertheit überfällt in dem Jahr eine taz-Reporterin .					WAHR					8	1	6			
VF[O]LK[V]MF[S]	pp-invan	8	2	Eine taz-Reporterin überfällt in dem Jahr die Borniertheit .					FALSCH					8	1	6			
LK[V]MF[SO]	pp-invan	7	9	Deshalb überfällt in dem Jahr die Borniertheit eine taz-Reporterin .					WAHR					9	1	2			
LK[V]MF[OS]	pp-invan	9	7	Deshalb überfällt in dem Jahr eine taz-Reporterin die Borniertheit .					FALSCH					9	1	2			
LK[V]MF[SO]Q	pp-invan	6	8	Überfällt in dem Jahr die Borniertheit eine taz-Reporterin ?					WAHR					8	1	2			
LK[V]MF[OS]Q	pp-invan	8	6	Überfällt in dem Jahr eine taz-Reporterin die Borniertheit ?					FALSCH					8	1	2			
MF[SO]VC[V]	pp-invan	6	8	Weil in dem Jahr die Borniertheit eine taz-Reporterin überfällt .					WAHR					9	1	2			
MF[OS]VC[V]	pp-invan	8	6	Weil in dem Jahr eine taz-Reporterin die Borniertheit überfällt .					FALSCH					9	1	2			
VF[S]LK[V]MF[O]	pp-invan	2	8	Die Schuld trifft in dem Jahr eine Berufstätige .					WAHR					8	1	6			
VF[O]LK[V]MF[S]	pp-invan	8	2	Eine Berufstätige trifft in dem Jahr die Schuld .					FALSCH					8	1	6			
LK[V]MF[SO]	pp-invan	7	9	Deshalb trifft in dem Jahr die Schuld eine Berufstätige .					WAHR					9	1	2			
LK[V]MF[OS]	pp-invan	9	7	Deshalb trifft in dem Jahr eine Berufstätige die Schuld .					FALSCH					9	1	2			
LK[V]MF[SO]Q	pp-invan	6	8	Trifft in dem Jahr die Schuld eine Berufstätige ?					WAHR					8	1	2			
LK[V]MF[OS]Q	pp-invan	8	6	Trifft in dem Jahr eine Berufstätige die Schuld ?					FALSCH					8	1	2			
MF[SO]VC[V]	pp-invan	6	8	Weil in dem Jahr die Schuld eine Berufstätige trifft .					WAHR					9	1	2			
MF[OS]VC[V]	pp-invan	8	6	Weil in dem Jahr eine Berufstätige die Schuld trifft .					FALSCH					9	1	2			
VF[S]LK[V]MF[O]	pp-invan	2	7	Die Schuhe drücken in dem Jahr Jogger .					WAHR					7	1	5			
VF[O]LK[V]MF[S]	pp-invan	7	1	Jogger drücken in dem Jahr die Schuhe .					FALSCH					7	1	6			
LK[V]MF[SO]	pp-invan	7	8	Deshalb drücken in dem Jahr die Schuhe Jogger .					WAHR					8	1	1			
LK[V]MF[SO]Q	pp-invan	6	7	Drücken in dem Jahr die Schuhe Jogger ?					WAHR					7	1	1			
MF[SO]VC[V]	pp-invan	6	7	Weil in dem Jahr die Schuhe Jogger drücken .					WAHR					8	1	1			
VF[S]LK[V]MF[O]	pp-invan	2	8	Die Deadline drängt in dem Jahr eine Informatikerin .					WAHR					8	1	6			
VF[O]LK[V]MF[S]	pp-invan	8	2	Eine Informatikerin drängt in dem Jahr die Deadline .					FALSCH					8	1	6			
LK[V]MF[SO]	pp-invan	7	9	Deshalb drängt in dem Jahr die Deadline eine Informatikerin .					WAHR					9	1	2			
LK[V]MF[OS]	pp-invan	9	7	Deshalb drängt in dem Jahr eine Informatikerin die Deadline .					FALSCH					9	1	2			
LK[V]MF[SO]Q	pp-invan	6	8	Drängt in dem Jahr die Deadline eine Informatikerin ?					WAHR					8	1	2			
LK[V]MF[OS]Q	pp-invan	8	6	Drängt in dem Jahr eine Informatikerin die Deadline ?					FALSCH					8	1	2			
MF[SO]VC[V]	pp-invan	6	8	Weil in dem Jahr die Deadline eine Informatikerin drängt .					WAHR					9	1	2			
MF[OS]VC[V]	pp-invan	8	6	Weil in dem Jahr eine Informatikerin die Deadline drängt .					FALSCH					9	1	2			
VF[S]LK[V]MF[O]	pp-invan	2	7	Die Öfen wärmen in dem Jahr Wanderinnen .					WAHR					7	1	5			
VF[O]LK[V]MF[S]	pp-invan	7	1	Wanderinnen wärmen in dem Jahr die Öfen .					FALSCH					7	1	6			
LK[V]MF[SO]	pp-invan	7	8	Deshalb wärmen in dem Jahr die Öfen Wanderinnen .					WAHR					8	1	1			
LK[V]MF[SO]Q	pp-invan	6	7	Wärmen in dem Jahr die Öfen Wanderinnen ?					WAHR					7	1	1			
MF[SO]VC[V]	pp-invan	6	7	Weil in dem Jahr die Öfen Wanderinnen wärmen .					WAHR					8	1	1			
VF[S]LK[V]MF[O]	pp-invan	2	7	Die Regenschauer durchnässen in dem Jahr Spaziergänger .					WAHR					7	1	5			
VF[O]LK[V]MF[S]	pp-invan	7	1	Spaziergänger durchnässen in dem Jahr die Regenschauer .					FALSCH					7	1	6			
LK[V]MF[SO]	pp-invan	7	8	Deshalb durchnässen in dem Jahr die Regenschauer Spaziergänger .					WAHR					8	1	1			
LK[V]MF[SO]Q	pp-invan	6	7	Durchnässen in dem Jahr die Regenschauer Spaziergänger ?					WAHR					7	1	1			
MF[SO]VC[V]	pp-invan	6	7	Weil in dem Jahr die Regenschauer Spaziergänger durchnässen .					WAHR					8	1	1			
VF[S]LK[V]MF[O]	pp-invan	2	7	Die Kameras begleiten in dem Jahr Trucker .					WAHR					7	1	5			
VF[O]LK[V]MF[S]	pp-invan	7	1	Trucker begleiten in dem Jahr die Kameras .					FALSCH					7	1	6			
LK[V]MF[SO]	pp-invan	7	8	Deshalb begleiten in dem Jahr die Kameras Trucker .					WAHR					8	1	1			
LK[V]MF[SO]Q	pp-invan	6	7	Begleiten in dem Jahr die Kameras Trucker ?					WAHR					7	1	1			
MF[SO]VC[V]	pp-invan	6	7	Weil in dem Jahr die Kameras Trucker begleiten .					WAHR					8	1	1			
